T,M
1872, -0.134
1873, -0.148
1874, -0.144
1875, -0.146
1876, -0.148
1877, -0.159
1878, -0.156
1879, -0.155
1880, -0.149
1881, -0.157
1882, -0.154
1883, -0.155
1884, -0.162
1885, -0.158
1886, -0.155
1887, -0.160
1888, -0.153
1889, -0.161
1890, -0.159
1891, -0.158
1892, -0.154
1893, -0.163
1894, -0.168
1895, -0.172
1896, -0.168
1897, -0.160
1898, -0.168
1899, -0.160
1900, -0.162
1901, -0.166
1902, -0.159
1903, -0.151
1904, -0.145
1905, -0.144
1906, -0.140
1907, -0.141
1908, -0.150
1909, -0.140
1910, -0.148
1911, -0.144
1912, -0.141
1913, -0.137
1914, -0.124
1915, -0.128
1916, -0.122
1917, -0.125
1918, -0.116
1919, -0.116
1920, -0.117
1921, -0.112
1922, -0.108
1923, -0.112
1924, -0.117
1925, -0.120
1926, -0.129
1927, -0.129
1928, -0.128
1929, -0.126
1930, -0.133
1931, -0.140
1932, -0.137
1933, -0.143
1934, -0.139
1935, -0.130
1936, -0.126
1937, -0.121
1938, -0.128
1939, -0.125
1940, -0.132
1941, -0.135
1942, -0.125
1943, -0.128
1944, -0.127
1945, -0.125
1946, -0.129
1947, -0.119
1948, -0.121
1949, -0.132
1950, -0.134
1951, -0.132
1952, -0.144
1953, -0.138
1954, -0.130
1955, -0.119
1956, -0.114
1957, -0.114
1958, -0.120
1959, -0.121
1960, -0.126
1961, -0.129
1962, -0.123
1963, -0.134
1964, -0.124
1965, -0.123
1966, -0.122
1967, -0.128
1968, -0.133
1969, -0.129
1970, -0.133
1971, -0.136
1972, -0.142
1973, -0.141
1974, -0.125
1975, -0.138
1976, -0.136
1977, -0.137
1978, -0.129
1979, -0.141
1980, -0.133
1981, -0.130
1982, -0.132
1983, -0.134
1984, -0.134
1985, -0.135
1986, -0.131
1987, -0.136
1988, -0.142
1989, -0.137
1990, -0.133
1991, -0.147
1992, -0.148
1993, -0.154
1994, -0.147
1995, -0.144
1996, -0.145
1997, -0.140
1998, -0.137
1999, -0.116
2000, -0.119
2001, -0.120
2002, -0.129
2003, -0.127
2004, -0.122
2005, -0.130
2006, -0.126
2007, -0.130
2008, -0.126
2009, -0.118
2010, -0.118
2011, -0.121
2012, -0.137
2013, -0.132
2014, -0.121
2015, -0.135
2016, -0.132
2017, -0.139
2018, -0.138
2019, -0.132
2020, -0.120
2021, -0.117
2022, -0.108
2023, -0.113
2024, -0.108
2025, -0.115
2026, -0.126
2027, -0.119
2028, -0.114
2029, -0.126
2030, -0.121
2031, -0.121
2032, -0.124
2033, -0.134
2034, -0.125
2035, -0.122
2036, -0.129
2037, -0.122
2038, -0.114
2039, -0.101
2040, -0.101
2041, -0.102
2042, -0.103
2043, -0.102
2044, -0.096
2045, -0.098
2046, -0.094
2047, -0.089
2048, -0.084
2049, -0.091
2050, -0.094
2051, -0.097
2052, -0.102
2053, -0.089
2054, -0.097
2055, -0.102
2056, -0.101
2057, -0.099
2058, -0.081
2059, -0.079
2060, -0.078
2061, -0.081
2062, -0.100
2063, -0.106
2064, -0.104
2065, -0.095
2066, -0.111
2067, -0.104
2068, -0.097
2069, -0.097
2070, -0.099
2071, -0.103
2072, -0.107
2073, -0.110
2074, -0.108
2075, -0.114
2076, -0.121
2077, -0.128
2078, -0.133
2079, -0.137
2080, -0.141
2081, -0.145
2082, -0.146
2083, -0.145
2084, -0.145
2085, -0.148
2086, -0.142
2087, -0.143
2088, -0.148
2089, -0.149
2090, -0.144
2091, -0.134
2092, -0.128
2093, -0.132
2094, -0.133
2095, -0.139
2096, -0.144
2097, -0.143
2098, -0.150
2099, -0.149
2100, -0.142
2101, -0.135
2102, -0.132
2103, -0.131
2104, -0.137
2105, -0.139
2106, -0.144
2107, -0.156
2108, -0.159
2109, -0.150
2110, -0.152
2111, -0.152
2112, -0.154
2113, -0.155
2114, -0.168
2115, -0.173
2116, -0.178
2117, -0.182
2118, -0.180
2119, -0.169
2120, -0.172
2121, -0.168
2122, -0.164
2123, -0.171
2124, -0.177
2125, -0.175
2126, -0.174
2127, -0.187
2128, -0.187
2129, -0.184
2130, -0.182
2131, -0.179
2132, -0.176
2133, -0.175
2134, -0.180
2135, -0.183
2136, -0.175
2137, -0.169
2138, -0.170
2139, -0.172
2140, -0.164
2141, -0.174
2142, -0.173
2143, -0.177
2144, -0.172
2145, -0.164
2146, -0.161
2147, -0.166
2148, -0.169
2149, -0.176
2150, -0.172
2151, -0.170
2152, -0.158
2153, -0.159
2154, -0.169
2155, -0.152
2156, -0.152
2157, -0.156
2158, -0.158
2159, -0.151
2160, -0.146
2161, -0.140
2162, -0.147
2163, -0.142
2164, -0.148
2165, -0.136
2166, -0.141
2167, -0.139
2168, -0.144
2169, -0.149
2170, -0.141
2171, -0.141
2172, -0.140
2173, -0.135
2174, -0.126
2175, -0.128
2176, -0.125
2177, -0.136
2178, -0.140
2179, -0.142
2180, -0.149
2181, -0.149
2182, -0.146
2183, -0.149
2184, -0.140
2185, -0.136
2186, -0.149
2187, -0.154
2188, -0.150
2189, -0.154
2190, -0.150
2191, -0.148
2192, -0.144
2193, -0.150
2194, -0.148
2195, -0.139
2196, -0.126
2197, -0.129
2198, -0.127
2199, -0.129
2200, -0.130
2201, -0.130
2202, -0.139
2203, -0.133
2204, -0.135
2205, -0.134
2206, -0.143
2207, -0.141
2208, -0.129
2209, -0.138
2210, -0.138
2211, -0.132
2212, -0.132
2213, -0.131
2214, -0.125
2215, -0.119
2216, -0.112
2217, -0.113
2218, -0.110
2219, -0.103
2220, -0.103
2221, -0.098
2222, -0.110
2223, -0.106
2224, -0.109
2225, -0.096
2226, -0.096
2227, -0.103
2228, -0.104
2229, -0.102
2230, -0.099
2231, -0.091
2232, -0.098
2233, -0.099
2234, -0.094
2235, -0.099
2236, -0.097
2237, -0.093
2238, -0.095
2239, -0.105
2240, -0.107
2241, -0.113
2242, -0.115
2243, -0.118
2244, -0.116
2245, -0.122
2246, -0.113
2247, -0.123
2248, -0.132
2249, -0.143
2250, -0.147
2251, -0.156
2252, -0.160
2253, -0.160
2254, -0.166
2255, -0.178
2256, -0.184
2257, -0.184
2258, -0.178
2259, -0.168
2260, -0.166
2261, -0.166
2262, -0.155
2263, -0.159
2264, -0.157
2265, -0.171
2266, -0.172
2267, -0.173
2268, -0.175
2269, -0.166
2270, -0.175
2271, -0.166
2272, -0.180
2273, -0.174
2274, -0.172
2275, -0.173
2276, -0.172
2277, -0.173
2278, -0.167
2279, -0.175
2280, -0.172
2281, -0.181
2282, -0.174
2283, -0.179
2284, -0.166
2285, -0.161
2286, -0.152
2287, -0.162
2288, -0.167
2289, -0.160
2290, -0.160
2291, -0.159
2292, -0.155
2293, -0.151
2294, -0.154
2295, -0.151
2296, -0.147
2297, -0.141
2298, -0.138
2299, -0.133
2300, -0.131
2301, -0.138
2302, -0.140
2303, -0.153
2304, -0.170
2305, -0.170
2306, -0.175
2307, -0.180
2308, -0.180
2309, -0.167
2310, -0.167
2311, -0.151
2312, -0.143
2313, -0.134
2314, -0.134
2315, -0.143
2316, -0.150
2317, -0.142
2318, -0.147
2319, -0.136
2320, -0.137
2321, -0.135
2322, -0.130
2323, -0.114
2324, -0.114
2325, -0.117
2326, -0.108
2327, -0.108
2328, -0.108
2329, -0.119
2330, -0.113
2331, -0.112
2332, -0.110
2333, -0.108
2334, -0.103
2335, -0.099
2336, -0.091
2337, -0.090
2338, -0.078
2339, -0.077
2340, -0.089
2341, -0.088
2342, -0.078
2343, -0.076
2344, -0.074
2345, -0.081
2346, -0.090
2347, -0.087
2348, -0.099
2349, -0.102
2350, -0.093
2351, -0.098
2352, -0.102
2353, -0.090
2354, -0.091
2355, -0.103
2356, -0.103
2357, -0.100
2358, -0.098
2359, -0.093
2360, -0.100
2361, -0.097
2362, -0.099
2363, -0.092
2364, -0.098
2365, -0.106
2366, -0.102
2367, -0.098
2368, -0.078
2369, -0.083
2370, -0.080
2371, -0.076
2372, -0.081
2373, -0.072
2374, -0.074
2375, -0.070
2376, -0.071
2377, -0.068
2378, -0.068
2379, -0.066
2380, -0.071
2381, -0.065
2382, -0.069
2383, -0.068
2384, -0.062
2385, -0.065
2386, -0.069
2387, -0.074
2388, -0.084
2389, -0.086
2390, -0.092
2391, -0.102
2392, -0.085
2393, -0.089
2394, -0.090
2395, -0.090
2396, -0.089
2397, -0.093
2398, -0.097
2399, -0.094
2400, -0.095
2401, -0.105
2402, -0.109
2403, -0.098
2404, -0.099
2405, -0.101
2406, -0.109
2407, -0.108
2408, -0.111
2409, -0.112
2410, -0.107
2411, -0.106
2412, -0.114
2413, -0.116
2414, -0.115
2415, -0.120
2416, -0.115
2417, -0.116
2418, -0.115
2419, -0.124
2420, -0.131
2421, -0.120
2422, -0.129
2423, -0.126
2424, -0.132
2425, -0.134
2426, -0.135
2427, -0.136
2428, -0.134
2429, -0.134
2430, -0.139
2431, -0.141
2432, -0.149
2433, -0.141
2434, -0.151
2435, -0.149
2436, -0.144
2437, -0.151
2438, -0.137
2439, -0.130
2440, -0.136
2441, -0.142
2442, -0.144
2443, -0.136
2444, -0.134
2445, -0.142
2446, -0.133
2447, -0.138
2448, -0.134
2449, -0.147
2450, -0.142
2451, -0.143
2452, -0.143
2453, -0.147
2454, -0.136
2455, -0.136
2456, -0.126
2457, -0.131
2458, -0.134
2459, -0.133
2460, -0.138
2461, -0.147
2462, -0.155
2463, -0.157
2464, -0.152
2465, -0.145
2466, -0.141
2467, -0.151
2468, -0.149
2469, -0.142
2470, -0.135
2471, -0.137
2472, -0.131
2473, -0.127
2474, -0.128
2475, -0.120
2476, -0.105
2477, -0.108
2478, -0.110
2479, -0.098
2480, -0.097
2481, -0.096
2482, -0.097
2483, -0.101
2484, -0.112
2485, -0.116
2486, -0.115
2487, -0.113
2488, -0.105
2489, -0.102
2490, -0.105
2491, -0.111
2492, -0.114
2493, -0.117
2494, -0.124
2495, -0.128
2496, -0.134
2497, -0.143
2498, -0.143
2499, -0.146
2500, -0.153
2501, -0.158
2502, -0.154
2503, -0.140
2504, -0.145
2505, -0.138
2506, -0.135
2507, -0.139
2508, -0.136
2509, -0.128
2510, -0.132
2511, -0.132
2512, -0.135
2513, -0.148
2514, -0.151
2515, -0.142
2516, -0.151
2517, -0.151
2518, -0.137
2519, -0.142
2520, -0.142
2521, -0.125
2522, -0.121
2523, -0.114
2524, -0.107
2525, -0.113
2526, -0.113
2527, -0.108
2528, -0.105
2529, -0.094
2530, -0.095
2531, -0.095
2532, -0.089
2533, -0.080
2534, -0.085
2535, -0.086
2536, -0.099
2537, -0.102
2538, -0.092
2539, -0.085
2540, -0.085
2541, -0.088
2542, -0.089
2543, -0.095
2544, -0.094
2545, -0.096
2546, -0.089
2547, -0.084
2548, -0.080
2549, -0.079
2550, -0.074
2551, -0.089
2552, -0.070
2553, -0.084
2554, -0.086
2555, -0.087
2556, -0.097
2557, -0.101
2558, -0.103
2559, -0.101
2560, -0.099
2561, -0.092
2562, -0.092
2563, -0.095
2564, -0.102
2565, -0.108
2566, -0.101
2567, -0.101
2568, -0.106
2569, -0.104
2570, -0.116
2571, -0.114
2572, -0.108
2573, -0.121
2574, -0.117
2575, -0.115
2576, -0.118
2577, -0.116
2578, -0.119
2579, -0.113
2580, -0.110
2581, -0.123
2582, -0.124
2583, -0.115
2584, -0.130
2585, -0.117
2586, -0.114
2587, -0.112
2588, -0.114
2589, -0.109
2590, -0.125
2591, -0.112
2592, -0.110
2593, -0.108
2594, -0.110
2595, -0.118
2596, -0.131
2597, -0.127
2598, -0.135
2599, -0.141
2600, -0.139
2601, -0.136
2602, -0.147
2603, -0.142
2604, -0.148
2605, -0.147
2606, -0.149
2607, -0.142
2608, -0.144
2609, -0.151
2610, -0.157
2611, -0.157
2612, -0.152
2613, -0.152
2614, -0.145
2615, -0.147
2616, -0.141
2617, -0.133
2618, -0.134
2619, -0.137
2620, -0.143
2621, -0.143
2622, -0.143
2623, -0.155
2624, -0.142
2625, -0.142
2626, -0.134
2627, -0.138
2628, -0.137
2629, -0.143
2630, -0.140
2631, -0.143
2632, -0.143
2633, -0.131
2634, -0.142
2635, -0.140
2636, -0.128
2637, -0.118
2638, -0.111
2639, -0.123
2640, -0.112
2641, -0.101
2642, -0.106
2643, -0.101
2644, -0.104
2645, -0.098
2646, -0.099
2647, -0.098
2648, -0.096
2649, -0.094
2650, -0.082
2651, -0.085
2652, -0.089
2653, -0.081
2654, -0.093
2655, -0.091
2656, -0.088
2657, -0.092
2658, -0.086
2659, -0.089
2660, -0.087
2661, -0.092
2662, -0.093
2663, -0.090
2664, -0.097
2665, -0.087
2666, -0.084
2667, -0.079
2668, -0.086
2669, -0.070
2670, -0.070
2671, -0.069
2672, -0.083
2673, -0.079
2674, -0.077
2675, -0.071
2676, -0.072
2677, -0.081
2678, -0.080
2679, -0.083
2680, -0.095
2681, -0.105
2682, -0.094
2683, -0.106
2684, -0.110
2685, -0.098
2686, -0.105
2687, -0.109
2688, -0.088
2689, -0.090
2690, -0.094
2691, -0.099
2692, -0.082
2693, -0.087
2694, -0.090
2695, -0.096
2696, -0.098
2697, -0.103
2698, -0.092
2699, -0.091
2700, -0.072
2701, -0.076
2702, -0.075
2703, -0.069
2704, -0.078
2705, -0.069
2706, -0.064
2707, -0.063
2708, -0.061
2709, -0.061
2710, -0.064
2711, -0.078
2712, -0.083
2713, -0.087
2714, -0.082
2715, -0.080
2716, -0.086
2717, -0.078
2718, -0.068
2719, -0.068
2720, -0.072
2721, -0.079
2722, -0.083
2723, -0.076
2724, -0.082
2725, -0.086
2726, -0.084
2727, -0.085
2728, -0.093
2729, -0.091
2730, -0.097
2731, -0.099
2732, -0.105
2733, -0.110
2734, -0.108
2735, -0.101
2736, -0.106
2737, -0.100
2738, -0.103
2739, -0.108
2740, -0.109
2741, -0.116
2742, -0.119
2743, -0.106
2744, -0.101
2745, -0.097
2746, -0.105
2747, -0.106
2748, -0.099
2749, -0.081
2750, -0.079
2751, -0.081
2752, -0.091
2753, -0.099
2754, -0.102
2755, -0.100
2756, -0.107
2757, -0.117
2758, -0.108
2759, -0.102
2760, -0.105
2761, -0.094
2762, -0.096
2763, -0.093
2764, -0.101
2765, -0.110
2766, -0.117
2767, -0.120
2768, -0.118
2769, -0.116
2770, -0.113
2771, -0.107
2772, -0.119
2773, -0.108
2774, -0.107
2775, -0.118
2776, -0.111
2777, -0.111
2778, -0.120
2779, -0.120
2780, -0.118
2781, -0.114
2782, -0.121
2783, -0.117
2784, -0.114
2785, -0.109
2786, -0.119
2787, -0.117
2788, -0.128
2789, -0.126
2790, -0.127
2791, -0.121
2792, -0.122
2793, -0.112
2794, -0.114
2795, -0.111
2796, -0.100
2797, -0.108
2798, -0.111
2799, -0.102
2800, -0.104
2801, -0.102
2802, -0.101
2803, -0.109
2804, -0.104
2805, -0.103
2806, -0.103
2807, -0.107
2808, -0.114
2809, -0.119
2810, -0.113
2811, -0.109
2812, -0.109
2813, -0.110
2814, -0.102
2815, -0.101
2816, -0.097
2817, -0.104
2818, -0.110
2819, -0.115
2820, -0.115
2821, -0.116
2822, -0.112
2823, -0.114
2824, -0.112
2825, -0.111
2826, -0.113
2827, -0.114
2828, -0.105
2829, -0.108
2830, -0.112
2831, -0.107
2832, -0.101
2833, -0.101
2834, -0.101
2835, -0.094
2836, -0.094
2837, -0.098
2838, -0.097
2839, -0.094
2840, -0.109
2841, -0.119
2842, -0.111
2843, -0.111
2844, -0.106
2845, -0.104
2846, -0.112
2847, -0.113
2848, -0.112
2849, -0.117
2850, -0.108
2851, -0.112
2852, -0.111
2853, -0.108
2854, -0.109
2855, -0.104
2856, -0.097
2857, -0.087
2858, -0.078
2859, -0.075
2860, -0.071
2861, -0.071
2862, -0.078
2863, -0.084
2864, -0.076
2865, -0.066
2866, -0.072
2867, -0.075
2868, -0.082
2869, -0.083
2870, -0.087
2871, -0.108
2872, -0.110
2873, -0.108
2874, -0.096
2875, -0.091
2876, -0.085
2877, -0.096
2878, -0.092
2879, -0.091
2880, -0.093
2881, -0.085
2882, -0.085
2883, -0.094
2884, -0.098
2885, -0.096
2886, -0.096
2887, -0.092
2888, -0.089
2889, -0.082
2890, -0.088
2891, -0.083
2892, -0.092
2893, -0.093
2894, -0.092
2895, -0.089
2896, -0.088
2897, -0.106
2898, -0.099
2899, -0.108
2900, -0.103
2901, -0.109
2902, -0.106
2903, -0.097
2904, -0.096
2905, -0.096
2906, -0.089
2907, -0.087
2908, -0.080
2909, -0.079
2910, -0.077
2911, -0.072
2912, -0.072
2913, -0.076
2914, -0.081
2915, -0.070
2916, -0.073
2917, -0.084
2918, -0.081
2919, -0.090
2920, -0.092
2921, -0.103
2922, -0.106
2923, -0.102
2924, -0.105
2925, -0.101
2926, -0.111
2927, -0.113
2928, -0.117
2929, -0.118
2930, -0.121
2931, -0.122
2932, -0.129
2933, -0.131
2934, -0.126
2935, -0.125
2936, -0.121
2937, -0.114
2938, -0.117
2939, -0.117
2940, -0.108
2941, -0.114
2942, -0.118
2943, -0.111
2944, -0.111
2945, -0.110
2946, -0.123
2947, -0.108
2948, -0.117
2949, -0.109
2950, -0.121
2951, -0.126
2952, -0.126
2953, -0.128
2954, -0.139
2955, -0.151
2956, -0.149
2957, -0.157
2958, -0.155
2959, -0.157
2960, -0.159
2961, -0.151
2962, -0.161
2963, -0.159
2964, -0.156
2965, -0.155
2966, -0.156
2967, -0.159
2968, -0.162
2969, -0.155
2970, -0.141
2971, -0.135
2972, -0.123
2973, -0.127
2974, -0.128
2975, -0.136
2976, -0.131
2977, -0.135
2978, -0.122
2979, -0.119
2980, -0.115
2981, -0.120
2982, -0.118
2983, -0.119
2984, -0.109
2985, -0.117
2986, -0.117
2987, -0.124
2988, -0.126
2989, -0.125
2990, -0.127
2991, -0.120
2992, -0.130
2993, -0.131
2994, -0.136
2995, -0.132
2996, -0.130
2997, -0.124
2998, -0.128
2999, -0.124
3000, -0.123
3001, -0.122
3002, -0.121
3003, -0.121
3004, -0.123
3005, -0.129
3006, -0.140
3007, -0.142
3008, -0.137
3009, -0.141
3010, -0.132
3011, -0.131
3012, -0.130
3013, -0.129
3014, -0.123
3015, -0.119
3016, -0.121
3017, -0.115
3018, -0.120
3019, -0.122
3020, -0.127
3021, -0.128
3022, -0.129
3023, -0.142
3024, -0.131
3025, -0.131
3026, -0.133
3027, -0.124
3028, -0.119
3029, -0.122
3030, -0.130
3031, -0.130
3032, -0.124
3033, -0.129
3034, -0.129
3035, -0.123
3036, -0.125
3037, -0.123
3038, -0.111
3039, -0.118
3040, -0.110
3041, -0.108
3042, -0.115
3043, -0.125
3044, -0.113
3045, -0.116
3046, -0.116
3047, -0.122
3048, -0.127
3049, -0.126
3050, -0.117
3051, -0.119
3052, -0.128
3053, -0.125
3054, -0.126
3055, -0.128
3056, -0.118
3057, -0.126
3058, -0.124
3059, -0.133
3060, -0.129
3061, -0.136
3062, -0.127
3063, -0.137
3064, -0.149
3065, -0.137
3066, -0.146
3067, -0.145
3068, -0.148
3069, -0.157
3070, -0.159
3071, -0.160
3072, -0.164
3073, -0.170
3074, -0.162
3075, -0.163
3076, -0.174
3077, -0.176
3078, -0.178
3079, -0.183
3080, -0.189
3081, -0.188
3082, -0.183
3083, -0.188
3084, -0.185
3085, -0.181
3086, -0.184
3087, -0.180
3088, -0.172
3089, -0.173
3090, -0.175
3091, -0.183
3092, -0.191
3093, -0.189
3094, -0.193
3095, -0.186
3096, -0.187
3097, -0.187
3098, -0.196
3099, -0.193
3100, -0.183
3101, -0.188
3102, -0.182
3103, -0.175
3104, -0.175
3105, -0.178
3106, -0.174
3107, -0.174
3108, -0.166
3109, -0.165
3110, -0.163
3111, -0.163
3112, -0.162
3113, -0.169
3114, -0.168
3115, -0.168
3116, -0.167
3117, -0.165
3118, -0.165
3119, -0.157
3120, -0.156
3121, -0.150
3122, -0.146
3123, -0.138
3124, -0.141
3125, -0.144
3126, -0.142
3127, -0.130
3128, -0.127
3129, -0.131
3130, -0.124
3131, -0.127
3132, -0.125
3133, -0.115
3134, -0.117
3135, -0.120
3136, -0.129
3137, -0.133
3138, -0.130
3139, -0.130
3140, -0.126
3141, -0.123
3142, -0.126
3143, -0.133
3144, -0.130
3145, -0.127
3146, -0.130
3147, -0.126
3148, -0.115
3149, -0.113
3150, -0.107
3151, -0.104
3152, -0.105
3153, -0.107
3154, -0.114
3155, -0.111
3156, -0.108
3157, -0.102
3158, -0.101
3159, -0.097
3160, -0.101
3161, -0.103
3162, -0.116
3163, -0.114
3164, -0.114
3165, -0.112
3166, -0.107
3167, -0.103
3168, -0.107
3169, -0.112
3170, -0.105
3171, -0.106
3172, -0.096
3173, -0.100
3174, -0.097
3175, -0.110
3176, -0.111
3177, -0.109
3178, -0.112
3179, -0.114
3180, -0.119
3181, -0.110
3182, -0.094
3183, -0.091
3184, -0.081
3185, -0.071
3186, -0.076
3187, -0.072
3188, -0.071
3189, -0.063
3190, -0.062
3191, -0.055
3192, -0.061
3193, -0.067
3194, -0.065
3195, -0.062
3196, -0.075
3197, -0.079
3198, -0.080
3199, -0.082
3200, -0.083
3201, -0.075
3202, -0.074
3203, -0.080
3204, -0.070
3205, -0.066
3206, -0.073
3207, -0.088
3208, -0.078
3209, -0.079
3210, -0.072
3211, -0.071
3212, -0.070
3213, -0.076
3214, -0.067
3215, -0.053
3216, -0.060
3217, -0.068
3218, -0.069
3219, -0.070
3220, -0.068
3221, -0.068
3222, -0.062
3223, -0.049
3224, -0.053
3225, -0.063
3226, -0.055
3227, -0.052
3228, -0.045
3229, -0.046
3230, -0.039
3231, -0.036
3232, -0.034
3233, -0.037
3234, -0.039
3235, -0.033
3236, -0.032
3237, -0.033
3238, -0.023
3239, -0.029
3240, -0.025
3241, -0.034
3242, -0.020
3243, -0.024
3244, -0.025
3245, -0.031
3246, -0.029
3247, -0.015
3248, -0.018
3249, -0.032
3250, -0.041
3251, -0.042
3252, -0.035
3253, -0.049
3254, -0.044
3255, -0.044
3256, -0.032
3257, -0.035
3258, -0.029
3259, -0.031
3260, -0.040
3261, -0.043
3262, -0.038
3263, -0.027
3264, -0.029
3265, -0.032
3266, -0.038
3267, -0.036
3268, -0.028
3269, -0.015
3270, -0.012
3271, -0.004
3272, -0.005
3273, 0.001
3274, 0.003
3275, 0.002
3276, -0.005
3277, -0.012
3278, -0.018
3279, -0.017
3280, -0.018
3281, -0.028
3282, -0.023
3283, -0.028
3284, -0.024
3285, -0.017
3286, -0.015
3287, -0.020
3288, -0.011
3289, -0.000
3290, 0.008
3291, 0.018
3292, 0.020
3293, 0.010
3294, 0.012
3295, 0.006
3296, 0.007
3297, 0.010
3298, 0.008
3299, 0.006
3300, 0.011
3301, 0.007
3302, -0.007
3303, 0.006
3304, 0.006
3305, 0.003
3306, 0.006
3307, 0.013
3308, 0.021
3309, 0.018
3310, 0.024
3311, 0.024
3312, 0.024
3313, 0.032
3314, 0.033
3315, 0.051
3316, 0.054
3317, 0.052
3318, 0.064
3319, 0.068
3320, 0.072
3321, 0.074
3322, 0.070
3323, 0.080
3324, 0.083
3325, 0.088
3326, 0.087
3327, 0.092
3328, 0.094
3329, 0.096
3330, 0.100
3331, 0.096
3332, 0.096
3333, 0.093
3334, 0.097
3335, 0.101
3336, 0.102
3337, 0.097
3338, 0.107
3339, 0.116
3340, 0.107
3341, 0.106
3342, 0.100
3343, 0.092
3344, 0.094
3345, 0.087
3346, 0.089
3347, 0.087
3348, 0.079
3349, 0.081
3350, 0.093
3351, 0.085
3352, 0.086
3353, 0.086
3354, 0.086
3355, 0.087
3356, 0.091
3357, 0.093
3358, 0.094
3359, 0.090
3360, 0.086
3361, 0.084
3362, 0.091
3363, 0.089
3364, 0.089
3365, 0.090
3366, 0.092
3367, 0.091
3368, 0.091
3369, 0.088
3370, 0.089
3371, 0.083
3372, 0.078
3373, 0.068
3374, 0.072
3375, 0.079
3376, 0.081
3377, 0.089
3378, 0.097
3379, 0.104
3380, 0.113
3381, 0.114
3382, 0.107
3383, 0.106
3384, 0.110
3385, 0.095
3386, 0.098
3387, 0.097
3388, 0.093
3389, 0.099
3390, 0.094
3391, 0.101
3392, 0.095
3393, 0.085
3394, 0.076
3395, 0.077
3396, 0.078
3397, 0.074
3398, 0.072
3399, 0.083
3400, 0.074
3401, 0.074
3402, 0.080
3403, 0.082
3404, 0.086
3405, 0.091
3406, 0.095
3407, 0.101
3408, 0.096
3409, 0.077
3410, 0.085
3411, 0.083
3412, 0.092
3413, 0.096
3414, 0.103
3415, 0.106
3416, 0.095
3417, 0.096
3418, 0.095
3419, 0.090
3420, 0.077
3421, 0.080
3422, 0.087
3423, 0.100
3424, 0.095
3425, 0.085
3426, 0.082
3427, 0.079
3428, 0.074
3429, 0.074
3430, 0.073
3431, 0.068
3432, 0.068
3433, 0.074
3434, 0.087
3435, 0.089
3436, 0.081
3437, 0.074
3438, 0.077
3439, 0.070
3440, 0.081
3441, 0.082
3442, 0.087
3443, 0.087
3444, 0.091
3445, 0.088
3446, 0.091
3447, 0.090
3448, 0.087
3449, 0.083
3450, 0.095
3451, 0.095
3452, 0.097
3453, 0.099
3454, 0.109
3455, 0.107
3456, 0.106
3457, 0.107
3458, 0.094
3459, 0.094
3460, 0.085
3461, 0.069
3462, 0.070
3463, 0.085
3464, 0.082
3465, 0.081
3466, 0.092
3467, 0.097
3468, 0.090
3469, 0.091
3470, 0.093
3471, 0.078
3472, 0.073
3473, 0.074
3474, 0.077
3475, 0.082
3476, 0.077
3477, 0.076
3478, 0.069
3479, 0.052
3480, 0.057
3481, 0.066
3482, 0.065
3483, 0.054
3484, 0.068
3485, 0.059
3486, 0.061
3487, 0.068
3488, 0.077
3489, 0.078
3490, 0.087
3491, 0.093
3492, 0.092
3493, 0.091
3494, 0.089
3495, 0.105
3496, 0.111
3497, 0.118
3498, 0.118
3499, 0.127
3500, 0.121
3501, 0.116
3502, 0.113
3503, 0.107
3504, 0.101
3505, 0.095
3506, 0.083
3507, 0.081
3508, 0.075
3509, 0.067
3510, 0.073
3511, 0.078
3512, 0.075
3513, 0.076
3514, 0.072
3515, 0.069
3516, 0.071
3517, 0.062
3518, 0.069
3519, 0.069
3520, 0.062
3521, 0.060
3522, 0.057
3523, 0.054
3524, 0.053
3525, 0.059
3526, 0.063
3527, 0.058
3528, 0.065
3529, 0.068
3530, 0.079
3531, 0.080
3532, 0.085
3533, 0.083
3534, 0.094
3535, 0.091
3536, 0.089
3537, 0.088
3538, 0.086
3539, 0.082
3540, 0.081
3541, 0.066
3542, 0.063
3543, 0.062
3544, 0.062
3545, 0.067
3546, 0.059
3547, 0.053
3548, 0.054
3549, 0.053
3550, 0.041
3551, 0.030
3552, 0.023
3553, 0.019
3554, 0.011
3555, 0.014
3556, 0.011
3557, 0.017
3558, -0.000
3559, -0.002
3560, -0.009
3561, -0.001
3562, -0.004
3563, -0.006
3564, -0.009
3565, 0.001
3566, -0.005
3567, -0.002
3568, -0.005
3569, -0.006
3570, -0.004
3571, -0.008
3572, -0.011
3573, -0.004
3574, -0.004
3575, -0.003
3576, -0.005
3577, -0.008
3578, -0.019
3579, -0.015
3580, -0.018
3581, -0.003
3582, -0.009
3583, 0.002
3584, -0.001
3585, -0.013
3586, -0.008
3587, -0.009
3588, 0.000
3589, 0.004
3590, 0.000
3591, 0.006
3592, 0.007
3593, 0.016
3594, 0.008
3595, 0.007
3596, -0.005
3597, -0.009
3598, -0.009
3599, -0.023
3600, -0.029
3601, -0.032
3602, -0.041
3603, -0.050
3604, -0.055
3605, -0.060
3606, -0.054
3607, -0.047
3608, -0.047
3609, -0.042
3610, -0.046
3611, -0.045
3612, -0.038
3613, -0.037
3614, -0.044
